Year,Group,Window End Date Time,Organization,Window Start Date Time,Closing Code,Type of Submission,FOA?,Nct Id,Governanace,Impact Summary,sred_eligible,Activity,Day Time/MW,Request Owner,Outage Duration,Status,Headline/Description,Closing Type,Prime Element,ITIL Severity,sred_eligible
2019,Management and Control Networks,2019-09-10 06:00:00,Network Management and Ops,2019-09-10 02:00:00,Cancelled,Normal,No,NCT.1908.011850,TAB/CAB,"Customer Impact: Large
Service Impact: Outage
Network Impact: Outage",1,Software Upgrade,MW,felimon.tablada,60.0,Closed,"Headline: CMTS OS upgrade ccsi.gz.rel8.2.5.1_build77c1 cmts81.lndn

Description: X183560.06
Scope of Work (NCT ? Description) - Oracle # 166908
Upgrade the OS of Casa from Rel 8.2.5.1 build768b to 8.2.5.1_build77c1
The purpose of the upgrade is:
? Fix several operations bugs on the current code
? Support new features that Enterprise Business Units requires for OLGC and AT&T product launches",Stand Down - Unsafe to Proceed,CMTS,P2,1
2019,Management and Control Networks,2019-09-10 06:00:00,Network Management and Ops,2019-09-10 02:00:00,Cancelled,Normal,No,NCT.1908.011855,TAB/CAB,"Customer Impact: Large
Service Impact: Outage
Network Impact: Outage",1,Software Upgrade,MW,felimon.tablada,60.0,Closed,"Headline: CMTS OS upgrade ccsi.gz.rel8.2.5.1_build77c1 cmts78.mtnk

Description: X183560.06
Scope of Work (NCT ? Description) - Oracle # 166908
Upgrade the OS of Casa from Rel 8.2.5.1 build768b to 8.2.5.1_build77c1
The purpose of the upgrade is:
? Fix several operations bugs on the current code
? Support new features that Enterprise Business Units requires for OLGC and AT&T product launches",Stand Down - Unsafe to Proceed,CMTS,P2,1
2019,Management and Control Networks,2019-09-10 06:00:00,Network Management and Ops,2019-09-10 02:00:00,Cancelled,Normal,No,NCT.1908.011858,TAB/CAB,"Customer Impact: Large
Service Impact: Outage
Network Impact: Outage",1,Software Upgrade,MW,felimon.tablada,60.0,Closed,"Headline: CMTS OS upgrade ccsi.gz.rel8.2.5.1_build77c1 cmts80.nmkt

Description: X183560.06
Scope of Work (NCT ? Description) - Oracle # 166908
Upgrade the OS of Casa from Rel 8.2.5.1 build768b to 8.2.5.1_build77c1
The purpose of the upgrade is:
? Fix several operations bugs on the current code
? Support new features that Enterprise Business Units requires for OLGC and AT&T product launches",Stand Down - Unsafe to Proceed,CMTS,P2,1
2019,Management and Control Networks,2019-09-10 06:00:00,Network Management and Ops,2019-09-10 02:00:00,Cancelled,Normal,No,NCT.1908.011860,TAB/CAB,"Customer Impact: Large
Service Impact: Outage
Network Impact: Outage",1,Software Upgrade,MW,felimon.tablada,60.0,Closed,"Headline: CMTS OS upgrade ccsi.gz.rel8.2.5.1_build77c1 cmts81.nmkt

Description: X183560.06
Scope of Work (NCT ? Description) - Oracle # 166908
Upgrade the OS of Casa from Rel 8.2.5.1 build768b to 8.2.5.1_build77c1
The purpose of the upgrade is:
? Fix several operations bugs on the current code
? Support new features that Enterprise Business Units requires for OLGC and AT&T product launches",Stand Down - Unsafe to Proceed,CMTS,P2,1
2019,Management and Control Networks,2019-09-10 06:00:00,Network Management and Ops,2019-09-10 02:00:00,Cancelled,Normal,No,NCT.1908.011864,TAB/CAB,"Customer Impact: Large
Service Impact: Outage
Network Impact: Outage",1,Software Upgrade,MW,felimon.tablada,60.0,Closed,"Headline: CMTS OS upgrade ccsi.gz.rel8.2.5.1_build77c1 cmts88.cmstk

Description: X183560.06
Scope of Work (NCT ? Description) - Oracle # 166908
Upgrade the OS of Casa from Rel 8.2.5.1 build768b to 8.2.5.1_build77c1
The purpose of the upgrade is:
? Fix several operations bugs on the current code
? Support new features that Enterprise Business Units requires for OLGC and AT&T product launches",Stand Down - Unsafe to Proceed,CMTS,P2,1
2019,Management and Control Networks,2019-09-10 06:00:00,Network Management and Ops,2019-09-10 02:00:00,Cancelled,Normal,No,NCT.1908.011867,TAB/CAB,"Customer Impact: Large
Service Impact: Outage
Network Impact: Outage",1,Software Upgrade,MW,felimon.tablada,60.0,Closed,"Headline: CMTS OS upgrade ccsi.gz.rel8.2.5.1_build77c1 cmts89.cmstk

Description: X183560.06
Scope of Work (NCT ? Description) - Oracle # 166908
Upgrade the OS of Casa from Rel 8.2.5.1 build768b to 8.2.5.1_build77c1
The purpose of the upgrade is:
? Fix several operations bugs on the current code
? Support new features that Enterprise Business Units requires for OLGC and AT&T product launches",Stand Down - Unsafe to Proceed,CMTS,P2,1
2019,Management and Control Networks,2019-09-10 06:00:00,Network Management and Ops,2019-09-10 02:00:00,Cancelled,Normal,No,NCT.1908.011868,TAB/CAB,"Customer Impact: Large
Service Impact: Outage
Network Impact: Outage",1,Software Upgrade,MW,felimon.tablada,60.0,Closed,"Headline: CMTS OS upgrade ccsi.gz.rel8.2.5.1_build77c1 cmts90.cmstk

Description: X183560.06
Scope of Work (NCT ? Description) - Oracle # 166908
Upgrade the OS of Casa from Rel 8.2.5.1 build768b to 8.2.5.1_build77c1
The purpose of the upgrade is:
? Fix several operations bugs on the current code
? Support new features that Enterprise Business Units requires for OLGC and AT&T product launches",Stand Down - Unsafe to Proceed,CMTS,P2,1
2019,Management and Control Networks,2019-09-11 06:00:00,Network Management and Ops,2019-09-11 02:00:00,Cancelled,Normal,No,NCT.1908.011873,TAB/CAB,"Customer Impact: Large
Service Impact: Outage
Network Impact: Outage",1,Software Upgrade,MW,felimon.tablada,60.0,Closed,"Headline: CMTS OS upgrade ccsi.gz.rel8.2.5.1_build77c1 cmts78.dupt

Description: X183560.06
Scope of Work (NCT ? Description) - Oracle # 166908
Upgrade the OS of Casa from Rel 8.2.5.1 build768b to 8.2.5.1_build77c1
The purpose of the upgrade is:
? Fix several operations bugs on the current code
? Support new features that Enterprise Business Units requires for OLGC and AT&T product launches",Stand Down - Unsafe to Proceed,CMTS,P2,1
2019,Management and Control Networks,2019-09-11 06:00:00,Network Management and Ops,2019-09-11 02:00:00,Cancelled,Normal,No,NCT.1908.011877,TAB/CAB,"Customer Impact: Large
Service Impact: Outage
Network Impact: Outage",1,Software Upgrade,MW,felimon.tablada,60.0,Closed,"Headline: CMTS OS upgrade ccsi.gz.rel8.2.5.1_build77c1 cmts76.glph

Description: X183560.06
Scope of Work (NCT ? Description) - Oracle # 166908
Upgrade the OS of Casa from Rel 8.2.5.1 build768b to 8.2.5.1_build77c1
The purpose of the upgrade is:
? Fix several operations bugs on the current code
? Support new features that Enterprise Business Units requires for OLGC and AT&T product launches",Stand Down - Unsafe to Proceed,CMTS,P2,1
2019,Management and Control Networks,2019-09-11 06:00:00,Network Management and Ops,2019-09-11 02:00:00,Cancelled,Normal,No,NCT.1908.011882,TAB/CAB,"Customer Impact: Large
Service Impact: Outage
Network Impact: Outage",1,Software Upgrade,MW,felimon.tablada,60.0,Closed,"Headline: CMTS OS upgrade ccsi.gz.rel8.2.5.1_build77c1 cmts79.glph

Description: X183560.06
Scope of Work (NCT ? Description) - Oracle # 166908
Upgrade the OS of Casa from Rel 8.2.5.1 build768b to 8.2.5.1_build77c1
The purpose of the upgrade is:
? Fix several operations bugs on the current code
? Support new features that Enterprise Business Units requires for OLGC and AT&T product launches",Stand Down - Unsafe to Proceed,CMTS,P2,1
2019,Management and Control Networks,2019-09-11 06:00:00,Network Management and Ops,2019-09-11 02:00:00,Cancelled,Normal,No,NCT.1908.011888,TAB/CAB,"Customer Impact: Large
Service Impact: Outage
Network Impact: Outage",1,Software Upgrade,MW,felimon.tablada,60.0,Closed,"Headline: CMTS OS upgrade ccsi.gz.rel8.2.5.1_build77c1 cmts76.flfrd

Description: X183560.06
Scope of Work (NCT ? Description) - Oracle # 166908
Upgrade the OS of Casa from Rel 8.2.5.1 build768b to 8.2.5.1_build77c1
The purpose of the upgrade is:
? Fix several operations bugs on the current code
? Support new features that Enterprise Business Units requires for OLGC and AT&T product launches",Stand Down - Network Instability,CMTS,P2,1
2019,Management and Control Networks,2019-09-11 06:00:00,Network Management and Ops,2019-09-11 02:00:00,Cancelled,Normal,No,NCT.1908.011891,TAB/CAB,"Customer Impact: Large
Service Impact: Outage
Network Impact: Outage",1,Software Upgrade,MW,felimon.tablada,60.0,Closed,"Headline: CMTS OS upgrade ccsi.gz.rel8.2.5.1_build77c1 cmts79.flfrd

Description: X183560.06
Scope of Work (NCT ? Description) - Oracle # 166908
Upgrade the OS of Casa from Rel 8.2.5.1 build768b to 8.2.5.1_build77c1
The purpose of the upgrade is:
? Fix several operations bugs on the current code
? Support new features that Enterprise Business Units requires for OLGC and AT&T product launches",Stand Down - Unsafe to Proceed,CMTS,P2,1
2019,Management and Control Networks,2019-09-11 06:00:00,Network Management and Ops,2019-09-11 02:00:00,Cancelled,Normal,No,NCT.1908.011893,TAB/CAB,"Customer Impact: Large
Service Impact: Outage
Network Impact: Outage",1,Software Upgrade,MW,felimon.tablada,60.0,Closed,"Headline: CMTS OS upgrade ccsi.gz.rel8.2.5.1_build77c1 cmts84.flfrd

Description: X183560.06
Scope of Work (NCT ? Description) - Oracle # 166908
Upgrade the OS of Casa from Rel 8.2.5.1 build768b to 8.2.5.1_build77c1
The purpose of the upgrade is:
? Fix several operations bugs on the current code
? Support new features that Enterprise Business Units requires for OLGC and AT&T product launches",Stand Down - Unsafe to Proceed,CMTS,P2,1
2019,Management and Control Networks,2019-09-11 06:00:00,Network Management and Ops,2019-09-11 02:00:00,Cancelled,Normal,No,NCT.1908.011894,TAB/CAB,"Customer Impact: Large
Service Impact: Outage
Network Impact: Outage",1,Software Upgrade,MW,felimon.tablada,60.0,Closed,"Headline: CMTS OS upgrade ccsi.gz.rel8.2.5.1_build77c1 cmts77.rchrd

Description: X183560.06
Scope of Work (NCT ? Description) - Oracle # 166908
Upgrade the OS of Casa from Rel 8.2.5.1 build768b to 8.2.5.1_build77c1
The purpose of the upgrade is:
? Fix several operations bugs on the current code
? Support new features that Enterprise Business Units requires for OLGC and AT&T product launches",Stand Down - Unsafe to Proceed,CMTS,P2,1
2019,Management and Control Networks,2019-09-11 06:00:00,Network Management and Ops,2019-09-11 02:00:00,Cancelled,Normal,No,NCT.1908.011898,TAB/CAB,"Customer Impact: Large
Service Impact: Outage
Network Impact: Outage",1,Software Upgrade,MW,felimon.tablada,60.0,Closed,"Headline: CMTS OS upgrade ccsi.gz.rel8.2.5.1_build77c1 cmts78.rchrd

Description: X183560.06
Scope of Work (NCT ? Description) - Oracle # 166908
Upgrade the OS of Casa from Rel 8.2.5.1 build768b to 8.2.5.1_build77c1
The purpose of the upgrade is:
? Fix several operations bugs on the current code
? Support new features that Enterprise Business Units requires for OLGC and AT&T product launches",Stand Down - Unsafe to Proceed,CMTS,P2,1
2019,Management and Control Networks,2019-09-11 06:00:00,Network Management and Ops,2019-09-11 02:00:00,Cancelled,Normal,No,NCT.1908.011901,TAB/CAB,"Customer Impact: Large
Service Impact: Outage
Network Impact: Outage",1,Software Upgrade,MW,felimon.tablada,60.0,Closed,"Headline: CMTS OS upgrade ccsi.gz.rel8.2.5.1_build77c1 cmts80.rchrd

Description: X183560.06
Scope of Work (NCT ? Description) - Oracle # 166908
Upgrade the OS of Casa from Rel 8.2.5.1 build768b to 8.2.5.1_build77c1
The purpose of the upgrade is:
? Fix several operations bugs on the current code
? Support new features that Enterprise Business Units requires for OLGC and AT&T product launches",Stand Down - Unsafe to Proceed,CMTS,P2,1
2019,Management and Control Networks,2019-09-12 06:00:00,Network Management and Ops,2019-09-12 02:00:00,Cancelled,Normal,No,NCT.1908.012128,TAB/CAB,"Customer Impact: Large
Service Impact: Outage
Network Impact: Outage",1,Software Upgrade,MW,felimon.tablada,60.0,Closed,"Headline: CMTS OS upgrade ccsi.gz.rel8.2.5.1_build77c1 cmts78.flfrd

Description: X183560.06
Scope of Work (NCT ? Description) - Oracle # 166908
Upgrade the OS of Casa from Rel 8.2.5.1 build768b to 8.2.5.1_build77c1
The purpose of the upgrade is:
? Fix several operations bugs on the current code
? Support new features that Enterprise Business Units requires for OLGC and AT&T product launches",Stand Down - Unsafe to Proceed,CMTS,P2,1
2019,Management and Control Networks,2019-09-12 06:00:00,Network Management and Ops,2019-09-12 02:00:00,Cancelled,Normal,No,NCT.1908.012130,TAB/CAB,"Customer Impact: Large
Service Impact: Outage
Network Impact: Outage",1,Software Upgrade,MW,felimon.tablada,60.0,Closed,"Headline: CMTS OS upgrade ccsi.gz.rel8.2.5.1_build77c1 cmts82.flfrd

Description: X183560.06
Scope of Work (NCT ? Description) - Oracle # 166908
Upgrade the OS of Casa from Rel 8.2.5.1 build768b to 8.2.5.1_build77c1
The purpose of the upgrade is:
? Fix several operations bugs on the current code
? Support new features that Enterprise Business Units requires for OLGC and AT&T product launches",Stand Down - Unsafe to Proceed,CMTS,P2,1
2019,Management and Control Networks,2019-09-12 06:00:00,Network Management and Ops,2019-09-12 02:00:00,Cancelled,Normal,No,NCT.1908.012131,TAB/CAB,"Customer Impact: Large
Service Impact: Outage
Network Impact: Outage",1,Software Upgrade,MW,felimon.tablada,60.0,Closed,"Headline: CMTS OS upgrade ccsi.gz.rel8.2.5.1_build77c1 cmts83.flfrd

Description: X183560.06
Scope of Work (NCT ? Description) - Oracle # 166908
Upgrade the OS of Casa from Rel 8.2.5.1 build768b to 8.2.5.1_build77c1
The purpose of the upgrade is:
? Fix several operations bugs on the current code
? Support new features that Enterprise Business Units requires for OLGC and AT&T product launches",Stand Down - Unsafe to Proceed,CMTS,P2,1
2019,Management and Control Networks,2019-09-12 06:00:00,Network Management and Ops,2019-09-12 02:00:00,Cancelled,Normal,No,NCT.1908.012134,TAB/CAB,"Customer Impact: Large
Service Impact: Outage
Network Impact: Outage",1,Software Upgrade,MW,felimon.tablada,60.0,Closed,"Headline: CMTS OS upgrade ccsi.gz.rel8.2.5.1_build77c1 cmts79.rchrd

Description: X183560.06
Scope of Work (NCT ? Description) - Oracle # 166908
Upgrade the OS of Casa from Rel 8.2.5.1 build768b to 8.2.5.1_build77c1
The purpose of the upgrade is:
? Fix several operations bugs on the current code
? Support new features that Enterprise Business Units requires for OLGC and AT&T product launches",Stand Down - Unsafe to Proceed,CMTS,P2,1
2019,Management and Control Networks,2019-09-12 06:00:00,Network Management and Ops,2019-09-12 02:00:00,Cancelled,Normal,No,NCT.1908.012135,TAB/CAB,"Customer Impact: Large
Service Impact: Outage
Network Impact: Outage",1,Software Upgrade,MW,felimon.tablada,60.0,Closed,"Headline: CMTS OS upgrade ccsi.gz.rel8.2.5.1_build77c1 cmts76.rchrd

Description: X183560.06
Scope of Work (NCT ? Description) - Oracle # 166908
Upgrade the OS of Casa from Rel 8.2.5.1 build768b to 8.2.5.1_build77c1
The purpose of the upgrade is:
? Fix several operations bugs on the current code
? Support new features that Enterprise Business Units requires for OLGC and AT&T product launches",Stand Down - Unsafe to Proceed,CMTS,P2,1
2019,Management and Control Networks,2019-09-12 06:00:00,Network Management and Ops,2019-09-12 02:00:00,Cancelled,Normal,No,NCT.1908.012138,TAB/CAB,"Customer Impact: Large
Service Impact: Outage
Network Impact: Outage",1,Software Upgrade,MW,felimon.tablada,60.0,Closed,"Headline: CMTS OS upgrade ccsi.gz.rel8.2.5.1_build77c1 cmts82.rchrd

Description: X183560.06
Scope of Work (NCT ? Description) - Oracle # 166908
Upgrade the OS of Casa from Rel 8.2.5.1 build768b to 8.2.5.1_build77c1
The purpose of the upgrade is:
? Fix several operations bugs on the current code
? Support new features that Enterprise Business Units requires for OLGC and AT&T product launches",Awaiting Authorization,CMTS,P2,1
2019,Management and Control Networks,2019-09-12 06:00:00,Network Management and Ops,2019-09-12 02:00:00,Cancelled,Normal,No,NCT.1908.012140,TAB/CAB,"Customer Impact: Large
Service Impact: Outage
Network Impact: Outage",1,Software Upgrade,MW,felimon.tablada,60.0,Closed,"Headline: CMTS OS upgrade ccsi.gz.rel8.2.5.1_build77c1 cmts76.popf

Description: X183560.06
Scope of Work (NCT ? Description) - Oracle # 166908
Upgrade the OS of Casa from Rel 8.2.5.1 build768b to 8.2.5.1_build77c1
The purpose of the upgrade is:
? Fix several operations bugs on the current code
? Support new features that Enterprise Business Units requires for OLGC and AT&T product launches",Awaiting Authorization,CMTS,P2,1
2019,Management and Control Networks,2019-09-12 06:00:00,Network Management and Ops,2019-09-12 02:00:00,Cancelled,Normal,No,NCT.1908.012145,TAB/CAB,"Customer Impact: Large
Service Impact: Outage
Network Impact: Outage",1,Software Upgrade,MW,felimon.tablada,60.0,Closed,"Headline: CMTS OS upgrade ccsi.gz.rel8.2.5.1_build77c1 cmts76.baal

Description: X183560.06
Scope of Work (NCT ? Description) - Oracle # 166908
Upgrade the OS of Casa from Rel 8.2.5.1 build768b to 8.2.5.1_build77c1
The purpose of the upgrade is:
? Fix several operations bugs on the current code
? Support new features that Enterprise Business Units requires for OLGC and AT&T product launches",Awaiting Authorization,CMTS,P2,1
2019,Management and Control Networks,2019-09-12 06:00:00,Network Management and Ops,2019-09-12 02:00:00,Cancelled,Normal,No,NCT.1908.012147,TAB/CAB,"Customer Impact: Large
Service Impact: Outage
Network Impact: Outage",1,Software Upgrade,MW,felimon.tablada,60.0,Closed,"Headline: CMTS OS upgrade ccsi.gz.rel8.2.5.1_build77c1 cmts77.mtbo

Description: X183560.06
Scope of Work (NCT ? Description) - Oracle # 166908
Upgrade the OS of Casa from Rel 8.2.5.1 build768b to 8.2.5.1_build77c1
The purpose of the upgrade is:
? Fix several operations bugs on the current code
? Support new features that Enterprise Business Units requires for OLGC and AT&T product launches",Awaiting Authorization,CMTS,P2,1
2019,Management and Control Networks,2019-09-13 04:30:00,Network Management and Ops,2019-09-13 00:30:00,Cancelled,Normal,No,NCT.1908.012166,TAB/CAB,"Customer Impact: Large
Service Impact: Outage
Network Impact: Outage",1,Software Upgrade,MW,felimon.tablada,60.0,Closed,"Headline: CMTS OS upgrade ccsi.gz.rel8.2.5.1_build77c1 cmts77.nfsj

Description: X183560.06
Scope of Work (NCT ? Description) - Oracle # 166908
Upgrade the OS of Casa from Rel 8.2.5.1 build768b to 8.2.5.1_build77c1
The purpose of the upgrade is:
? Fix several operations bugs on the current code
? Support new features that Enterprise Business Units requires for OLGC and AT&T product launches",Awaiting Authorization,CMTS,P2,1
2019,Management and Control Networks,2019-09-13 04:30:00,Network Management and Ops,2019-09-13 00:30:00,Cancelled,Normal,No,NCT.1908.012170,TAB/CAB,"Customer Impact: Large
Service Impact: Outage
Network Impact: Outage",1,Software Upgrade,MW,felimon.tablada,60.0,Closed,"Headline: CMTS OS upgrade ccsi.gz.rel8.2.5.1_build77c1 cmts79.nfsj

Description: X183560.06
Scope of Work (NCT ? Description) - Oracle # 166908
Upgrade the OS of Casa from Rel 8.2.5.1 build768b to 8.2.5.1_build77c1
The purpose of the upgrade is:
? Fix several operations bugs on the current code
? Support new features that Enterprise Business Units requires for OLGC and AT&T product launches",Awaiting Authorization,CMTS,P2,1
2019,Management and Control Networks,2019-09-13 06:00:00,Network Management and Ops,2019-09-13 02:00:00,Cancelled,Normal,No,NCT.1908.012152,TAB/CAB,"Customer Impact: Large
Service Impact: Outage
Network Impact: Outage",1,Software Upgrade,MW,felimon.tablada,60.0,Closed,"Headline: CMTS OS upgrade ccsi.gz.rel8.2.5.1_build77c1 cmts77.flfrd

Description: X183560.06
Scope of Work (NCT ? Description) - Oracle # 166908
Upgrade the OS of Casa from Rel 8.2.5.1 build768b to 8.2.5.1_build77c1
The purpose of the upgrade is:
? Fix several operations bugs on the current code
? Support new features that Enterprise Business Units requires for OLGC and AT&T product launches",Awaiting Authorization,CMTS,P2,1
2019,Management and Control Networks,2019-09-13 06:00:00,Network Management and Ops,2019-09-13 02:00:00,Cancelled,Normal,No,NCT.1908.012153,TAB/CAB,"Customer Impact: Large
Service Impact: Outage
Network Impact: Outage",1,Software Upgrade,MW,felimon.tablada,60.0,Closed,"Headline: CMTS OS upgrade ccsi.gz.rel8.2.5.1_build77c1 cmts80.flfrd

Description: X183560.06
Scope of Work (NCT ? Description) - Oracle # 166908
Upgrade the OS of Casa from Rel 8.2.5.1 build768b to 8.2.5.1_build77c1
The purpose of the upgrade is:
? Fix several operations bugs on the current code
? Support new features that Enterprise Business Units requires for OLGC and AT&T product launches",Awaiting Authorization,CMTS,P2,1
2019,Management and Control Networks,2019-09-13 06:00:00,Network Management and Ops,2019-09-13 02:00:00,Cancelled,Normal,No,NCT.1908.012157,TAB/CAB,"Customer Impact: Large
Service Impact: Outage
Network Impact: Outage",1,Software Upgrade,MW,felimon.tablada,60.0,Closed,"Headline: CMTS OS upgrade ccsi.gz.rel8.2.5.1_build77c1 cmts81.flfrd

Description: X183560.06
Scope of Work (NCT ? Description) - Oracle # 166908
Upgrade the OS of Casa from Rel 8.2.5.1 build768b to 8.2.5.1_build77c1
The purpose of the upgrade is:
? Fix several operations bugs on the current code
? Support new features that Enterprise Business Units requires for OLGC and AT&T product launches",Awaiting Authorization,CMTS,P2,1
